normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.117136, 0.132596, 0.111356, 0.146523, 0.165041, 0.119636, 0.123408, 0.109165, 0.146714, 0.159435, 0.124777, 0.105129, 0.10778, 0.139948, 0.138205
0.118869, 0.13119, 0.107995, 0.142938, 0.160729, 0.117413, 0.120527, 0.106669, 0.142013, 0.161719, 0.117467, 0.104418, 0.104525, 0.132221, 0.133708
0.115293, 0.124926, 0.106792, 0.13622, 0.158442, 0.112671, 0.117025, 0.104421, 0.137347, 0.15631, 0.119291, 0.102491, 0.106155, 0.131694, 0.131361
0.111855, 0.121422, 0.106583, 0.136953, 0.156537, 0.115188, 0.120383, 0.104097, 0.134842, 0.153542, 0.117285, 0.101755, 0.108013, 0.132374, 0.132564
0.111872, 0.122742, 0.10948, 0.140716, 0.161497, 0.115824, 0.118639, 0.102302, 0.135776, 0.151762, 0.11294, 0.103281, 0.105424, 0.132916, 0.129978
0.111446, 0.120502, 0.10948, 0.13382, 0.158842, 0.11635, 0.120039, 0.103835, 0.140666, 0.15143, 0.116953, 0.103536, 0.110181, 0.134483, 0.136673
0.119044, 0.126339, 0.106834, 0.133813, 0.153833, 0.11521, 0.120171, 0.104328, 0.138984, 0.157923, 0.114506, 0.0991225, 0.104816, 0.134116, 0.137419
0.114505, 0.122268, 0.107251, 0.133698, 0.150193, 0.111694, 0.119327, 0.11021, 0.143845, 0.156202, 0.116918, 0.100983, 0.107603, 0.129674, 0.132581
0.11493, 0.124991, 0.107331, 0.136681, 0.157296, 0.114479, 0.120038, 0.104638, 0.149673, 0.170377, 0.11866, 0.103704, 0.107862, 0.132372, 0.131592
0.11401, 0.126538, 0.111739, 0.135181, 0.154662, 0.113286, 0.119937, 0.102966, 0.137303, 0.157954, 0.119298, 0.100692, 0.105049, 0.129115, 0.130618
0.110581, 0.121959, 0.10659, 0.138794, 0.156685, 0.116572, 0.118279, 0.1027, 0.137241, 0.152497, 0.115231, 0.101675, 0.106149, 0.129193, 0.133516
0.110954, 0.122017, 0.106347, 0.137708, 0.156952, 0.113094, 0.118549, 0.105052, 0.137021, 0.151371, 0.112272, 0.102088, 0.104672, 0.132693, 0.132455
0.113109, 0.119905, 0.106388, 0.133325, 0.154979, 0.114267, 0.117502, 0.102509, 0.142069, 0.152607, 0.112034, 0.100388, 0.104071, 0.132148, 0.133015
0.110354, 0.122705, 0.105085, 0.132212, 0.149618, 0.111645, 0.118999, 0.10531, 0.134381, 0.155187, 0.1131, 0.100997, 0.105402, 0.133846, 0.141679
0.114268, 0.122122, 0.104687, 0.135408, 0.15155, 0.111751, 0.116448, 0.103749, 0.140015, 0.150588, 0.110989, 0.101914, 0.103983, 0.131165, 0.129805
0.112446, 0.123865, 0.106564, 0.134743, 0.155441, 0.111602, 0.11626, 0.10427, 0.135889, 0.15353, 0.112854, 0.100329, 0.10425, 0.12955, 0.128809
0.113287, 0.1209, 0.109495, 0.137175, 0.151461, 0.112675, 0.117672, 0.10186, 0.133797, 0.151342, 0.114411, 0.101307, 0.104593, 0.128302, 0.133142
0.109756, 0.121267, 0.106772, 0.13395, 0.155557, 0.113082, 0.117806, 0.104547, 0.135067, 0.150397, 0.111795, 0.100703, 0.106405, 0.132532, 0.12997
0.111374, 0.120748, 0.106577, 0.133616, 0.152083, 0.117743, 0.119002, 0.102084, 0.134802, 0.154113, 0.112483, 0.10006, 0.104444, 0.133573, 0.132817
0.10926, 0.120344, 0.106623, 0.132643, 0.150965, 0.112321, 0.119504, 0.105225, 0.13566, 0.149354, 0.115216, 0.100436, 0.103734, 0.128522, 0.129222
0.113217, 0.123467, 0.107498, 0.136306, 0.155618, 0.114325, 0.118976, 0.104497, 0.138655, 0.154882, 0.115424, 0.101750, 0.105756, 0.132022 ,0.132956
