normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.0754708, 0.0779097, 0.0675914, 0.0853305, 0.0915396, 0.0761929, 0.0740602, 0.0633618, 0.0862409, 0.0940821, 0.0675079, 0.0662817, 0.0565933, 0.0838037, 0.0841781
0.0777627, 0.0770388, 0.0704266, 0.0866719, 0.0902321, 0.0751068, 0.0794697, 0.0867006, 0.083521, 0.0886889, 0.0665569, 0.0611672, 0.058082, 0.083417, 0.0840016
0.0778278, 0.0759664, 0.0656462, 0.0854443, 0.0888173, 0.0741421, 0.0732689, 0.0626905, 0.0839823, 0.0889484, 0.0692268, 0.0602435, 0.0564748, 0.082146, 0.0827543
0.0737176, 0.0750291, 0.0637462, 0.0839954, 0.0894893, 0.0736404, 0.0723857, 0.0635996, 0.0822329, 0.0886367, 0.0677618, 0.0601892, 0.0542542, 0.0809684, 0.0814688
0.0732454, 0.0755315, 0.0644051, 0.084984, 0.0884948, 0.0750656, 0.0730657, 0.0647518, 0.0851639, 0.0888552, 0.0671783, 0.0596366, 0.0544978, 0.0790397, 0.0811757
0.0735166, 0.076192, 0.0651203, 0.0841944, 0.0901901, 0.0757039, 0.0747327, 0.063227, 0.0862884, 0.0881539, 0.0663685, 0.0587209, 0.0543592, 0.0795728, 0.0827459
0.0739755, 0.0749204, 0.0657882, 0.086238, 0.0914658, 0.0776091, 0.0784474, 0.0622366, 0.0828033, 0.0892671, 0.0669953, 0.060774, 0.0562931, 0.0803512, 0.0814819
0.0756148, 0.0756932, 0.0643653, 0.0866297, 0.0904322, 0.0753765, 0.0734243, 0.0629723, 0.0881436, 0.10024, 0.0736938, 0.06028, 0.0562209, 0.0819959, 0.107822
0.0775606, 0.079369, 0.0638876, 0.0830461, 0.0892437, 0.0733293, 0.0738445, 0.0624141, 0.0842568, 0.0882416, 0.0664913, 0.0621026, 0.0580249, 0.082233, 0.0832372
0.0734694, 0.0753147, 0.0645556, 0.0854955, 0.0891898, 0.0773359, 0.0736357, 0.0621156, 0.0843306, 0.0903659, 0.0673072, 0.058462, 0.0566103, 0.0801441, 0.0833169
0.0734334, 0.0761465, 0.0680605, 0.0861798, 0.0883114, 0.0749275, 0.0734449, 0.0652865, 0.0834453, 0.087611, 0.0678704, 0.0585229, 0.0559856, 0.0803777, 0.0817839
0.0789479, 0.0807208, 0.0653857, 0.0848354, 0.091358, 0.0763252, 0.0804998, 0.0676579, 0.0871137, 0.0903627, 0.0674742, 0.0622614, 0.0547497, 0.0813233, 0.0851563
0.0764234, 0.0763145, 0.0632677, 0.0860302, 0.0914733, 0.0773434, 0.0763451, 0.0650779, 0.0855992, 0.0904904, 0.0675673, 0.0591896, 0.0552452, 0.0817456, 0.0831765
0.0733687, 0.0775148, 0.0663106, 0.0862699, 0.0913401, 0.0765109, 0.0723605, 0.0645936, 0.0846623, 0.0963918, 0.070853, 0.0609635, 0.0573783, 0.0821101, 0.0889104
0.0806609, 0.0849059, 0.0714473, 0.0886878, 0.0891656, 0.0737, 0.0727621, 0.061965, 0.0834119, 0.0881127, 0.0650066, 0.0582586, 0.0572511, 0.0798428, 0.0818249
0.0735427, 0.0754522, 0.0640793, 0.0835242, 0.118919, 0.0815572, 0.0738859, 0.0620438, 0.083733, 0.0902061, 0.0674592, 0.0585791, 0.0561537, 0.0828479, 0.0831295
0.0747669, 0.079989, 0.0664306, 0.0909323, 0.0896758, 0.0741638, 0.0755683, 0.0662113, 0.088878, 0.0925978, 0.0720579, 0.0602036, 0.0562259, 0.0804027, 0.0834532
0.0736432, 0.076159, 0.0650572, 0.08462, 0.0917346, 0.0756371, 0.0772691, 0.065741, 0.088111, 0.0914585, 0.0678443, 0.0602018, 0.0554585, 0.0801421, 0.0841254
0.0733236, 0.0762195, 0.0652834, 0.0858552, 0.0908422, 0.0747463, 0.0739958, 0.0640153, 0.083431, 0.0892112, 0.0668094, 0.0581648, 0.0557044, 0.0812534, 0.0822373
0.0739515, 0.0765222, 0.0642823, 0.0868763, 0.0895707, 0.0771363, 0.0737593, 0.0638831, 0.0847213, 0.089427, 0.0683606, 0.0596665, 0.0540756, 0.0808437, 0.0821891
0.075211, 0.077145, 0.065757, 0.085792, 0.091574, 0.075777, 0.074811, 0.065027, 0.085003, 0.090567, 0.068019, 0.060194, 0.055982, 0.081228 ,0.084408
