normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.162491, 0.165393, 0.152256, 0.167376, 0.234957, 0.150586, 0.157794, 0.145424, 0.172762, 0.210978, 0.15628, 0.132946, 0.153834, 0.160224, 0.17948
0.141857, 0.17041, 0.157443, 0.177403, 0.214893, 0.14817, 0.17898, 0.163193, 0.182238, 0.221907, 0.164077, 0.132608, 0.155005, 0.185978, 0.194124
0.147135, 0.153953, 0.153185, 0.182356, 0.23314, 0.158834, 0.196784, 0.146763, 0.247755, 0.242996, 0.158761, 0.128905, 0.217942, 0.308325, 0.296036
0.208972, 0.201701, 0.170199, 0.328125, 0.302941, 0.157036, 0.169246, 0.166845, 0.1885, 0.245972, 0.154003, 0.128546, 0.17224, 0.243561, 0.260231
0.160587, 0.159955, 0.200281, 0.242825, 0.32773, 0.201596, 0.222495, 0.194224, 0.313355, 0.431905, 0.262853, 0.162452, 0.175635, 0.19299, 0.287261
0.179941, 0.214554, 0.162767, 0.212072, 0.302405, 0.179471, 0.182394, 0.164225, 0.203654, 0.280517, 0.167986, 0.138055, 0.153612, 0.17228, 0.203447
0.164253, 0.184798, 0.160508, 0.176864, 0.263907, 0.168676, 0.166333, 0.152621, 0.177571, 0.225408, 0.157002, 0.137185, 0.156777, 0.181364, 0.218594
0.180225, 0.196396, 0.163564, 0.188089, 0.236444, 0.147813, 0.190453, 0.169791, 0.195088, 0.236532, 0.163658, 0.137794, 0.171178, 0.213977, 0.222825
0.14977, 0.181201, 0.161487, 0.195926, 0.300447, 0.170402, 0.174687, 0.159446, 0.192052, 0.276985, 0.161355, 0.137083, 0.158708, 0.19406, 0.21683
0.156627, 0.171566, 0.15346, 0.202248, 0.263395, 0.171456, 0.192754, 0.159284, 0.313777, 0.424491, 0.230221, 0.152243, 0.165251, 0.205646, 0.207878
0.161146, 0.177156, 0.163595, 0.203219, 0.267593, 0.168115, 0.184903, 0.15356, 0.202061, 0.233186, 0.148306, 0.127544, 0.151973, 0.180439, 0.204327
0.154371, 0.169222, 0.153441, 0.163898, 0.249442, 0.172573, 0.173213, 0.153627, 0.193685, 0.264422, 0.170517, 0.134448, 0.153012, 0.163324, 0.182428
0.15015, 0.174787, 0.159507, 0.17923, 0.238554, 0.164745, 0.174723, 0.160382, 0.189143, 0.249615, 0.177603, 0.148836, 0.165474, 0.179895, 0.178193
0.140231, 0.167962, 0.162642, 0.198901, 0.222211, 0.141475, 0.150507, 0.149547, 0.191015, 0.23125, 0.145879, 0.126941, 0.15158, 0.20057, 0.195191
0.137259, 0.160523, 0.156249, 0.183405, 0.245096, 0.159286, 0.153277, 0.150859, 0.169333, 0.238858, 0.174506, 0.132241, 0.148392, 0.168555, 0.183957
0.155326, 0.17676, 0.156953, 0.165602, 0.206796, 0.153298, 0.161627, 0.152273, 0.186049, 0.208359, 0.153503, 0.130246, 0.161476, 0.183325, 0.181889
0.13891, 0.162983, 0.15639, 0.181909, 0.250533, 0.142997, 0.151098, 0.14586, 0.177177, 0.244921, 0.156987, 0.129684, 0.149064, 0.163483, 0.203108
0.153724, 0.168666, 0.15182, 0.164624, 0.221342, 0.157019, 0.163025, 0.148246, 0.170049, 0.20411, 0.150108, 0.133505, 0.155547, 0.17493, 0.176368
0.137205, 0.157213, 0.158954, 0.183716, 0.212909, 0.14739, 0.150913, 0.149136, 0.222714, 0.250635, 0.145203, 0.127134, 0.153364, 0.170633, 0.198078
0.150685, 0.15727, 0.151615, 0.164619, 0.24067, 0.159258, 0.161623, 0.145301, 0.166771, 0.204688, 0.155946, 0.132797, 0.159522, 0.166823, 0.177742
0.156543, 0.173623, 0.160316, 0.193120, 0.251770, 0.161010, 0.172841, 0.156530, 0.202737, 0.256387, 0.167738, 0.135560, 0.161479, 0.190519 ,0.208399
