normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.0554523, 0.0584393, 0.0501639, 0.0595408, 0.0653749, 0.054062, 0.0541199, 0.0473581, 0.0584895, 0.0657334, 0.0478582, 0.0430036, 0.0406611, 0.0593754, 0.0646923
0.0569087, 0.0559916, 0.049479, 0.0598729, 0.0660918, 0.0566561, 0.0537424, 0.0474633, 0.058788, 0.0665747, 0.0480523, 0.0446209, 0.0410193, 0.0593644, 0.0649716
0.0565657, 0.0548291, 0.0494458, 0.0595404, 0.0648434, 0.0557354, 0.0546678, 0.0477103, 0.0584785, 0.0653415, 0.048479, 0.0427867, 0.0400947, 0.0592948, 0.065318
0.0562812, 0.0573586, 0.0498435, 0.060197, 0.0688618, 0.0555239, 0.0551646, 0.047157, 0.0590405, 0.0671244, 0.047558, 0.0434266, 0.0400461, 0.0580571, 0.0652165
0.0559801, 0.0570011, 0.0501932, 0.0599203, 0.0661965, 0.055079, 0.0550495, 0.0469514, 0.0586349, 0.064919, 0.0480175, 0.0425693, 0.0400882, 0.0585252, 0.0638907
0.0554791, 0.0568487, 0.051021, 0.0594689, 0.0671335, 0.055138, 0.054711, 0.0469333, 0.0585117, 0.0658598, 0.0478816, 0.0421884, 0.0404661, 0.0589404, 0.0668761
0.0557903, 0.0557147, 0.0499744, 0.0587931, 0.0669642, 0.0554861, 0.0563318, 0.0493936, 0.0635582, 0.0707207, 0.0515171, 0.0452435, 0.0415281, 0.0671861, 0.0706782
0.0574072, 0.0589108, 0.0508819, 0.0634445, 0.0670683, 0.0572499, 0.0537757, 0.0480252, 0.0613797, 0.067389, 0.0487005, 0.0437131, 0.0416533, 0.061003, 0.0656251
0.0556918, 0.0563818, 0.0518815, 0.0619793, 0.0667927, 0.0556165, 0.0550069, 0.0489341, 0.0589426, 0.0645896, 0.048855, 0.0434627, 0.0412554, 0.0623926, 0.0669064
0.0554542, 0.0567707, 0.0527666, 0.0602132, 0.0681482, 0.0585918, 0.0545739, 0.0493914, 0.0605201, 0.0689606, 0.0478006, 0.0446672, 0.0402884, 0.0598197, 0.0659452
0.0562555, 0.0563223, 0.0495726, 0.0602507, 0.0654479, 0.0693836, 0.0603021, 0.0491109, 0.0612123, 0.0670828, 0.0513621, 0.0454174, 0.041833, 0.0708178, 0.0725421
0.0556878, 0.0570497, 0.0523219, 0.0605152, 0.0672377, 0.0562518, 0.0545247, 0.0475912, 0.0586121, 0.0663128, 0.0480158, 0.0426532, 0.0403273, 0.0591798, 0.0639624
0.0568515, 0.057635, 0.0508096, 0.05992, 0.0655553, 0.0550621, 0.0547704, 0.0474553, 0.0589103, 0.0664612, 0.0489772, 0.0426802, 0.0399289, 0.0587747, 0.0651307
0.0562509, 0.0557283, 0.0497701, 0.0595796, 0.0660281, 0.0556236, 0.0542699, 0.0481848, 0.058216, 0.0663808, 0.0482419, 0.0426251, 0.0393885, 0.0583477, 0.0660501
0.0557724, 0.0559688, 0.0509181, 0.0612727, 0.0664032, 0.0567559, 0.0550315, 0.046908, 0.0595888, 0.0660587, 0.0479531, 0.0422711, 0.0392331, 0.0583909, 0.0658441
0.0552683, 0.0560387, 0.0490655, 0.0593517, 0.0657478, 0.0560979, 0.0545235, 0.0478959, 0.0595633, 0.0668849, 0.0482855, 0.0427045, 0.0426002, 0.0621124, 0.0656233
0.0554142, 0.0564545, 0.0514746, 0.059761, 0.0651609, 0.0555757, 0.0546754, 0.048184, 0.0602261, 0.0681019, 0.0497091, 0.0439324, 0.0399758, 0.0587398, 0.0650335
0.0553957, 0.0559425, 0.0497419, 0.0593353, 0.0660705, 0.0546139, 0.0539527, 0.0484421, 0.0606663, 0.0663301, 0.0485959, 0.0463451, 0.0461529, 0.0676923, 0.0789754
0.058691, 0.0570767, 0.0513464, 0.059646, 0.0681226, 0.0556072, 0.0552687, 0.0480119, 0.0584632, 0.0674582, 0.0485199, 0.0467421, 0.0410152, 0.058933, 0.0667665
0.0564913, 0.0565913, 0.0500389, 0.0592671, 0.0706562, 0.0557615, 0.0559141, 0.0484275, 0.0600473, 0.0664866, 0.0484321, 0.0424904, 0.0404709, 0.0604158, 0.067824
0.056154, 0.056653, 0.050536, 0.060094, 0.066695, 0.056494, 0.055019, 0.047976, 0.059592, 0.066739, 0.048641, 0.043677, 0.040901, 0.060868 ,0.066893
