normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.0615144, 0.064709, 0.0568595, 0.0706891, 0.0740676, 0.0618421, 0.060365, 0.0518272, 0.066464, 0.0719843, 0.0548708, 0.0484768, 0.0455933, 0.0658621, 0.0718089
0.0605862, 0.0626347, 0.0549143, 0.0671189, 0.0731588, 0.0624332, 0.0600689, 0.0514919, 0.066562, 0.0722419, 0.0549303, 0.0488846, 0.0444145, 0.06555, 0.0699512
0.0618546, 0.0630247, 0.0562727, 0.0689413, 0.0755924, 0.0642204, 0.0619299, 0.0527157, 0.0669803, 0.0716855, 0.0545789, 0.0489243, 0.0457766, 0.0665829, 0.0701274
0.0610141, 0.0622834, 0.055536, 0.0690319, 0.0714057, 0.062342, 0.0610387, 0.0516958, 0.0672249, 0.072023, 0.0535026, 0.0479292, 0.0449547, 0.0641852, 0.072707
0.0609305, 0.0625758, 0.0544478, 0.0672113, 0.0719655, 0.0626394, 0.0593299, 0.0522976, 0.0707157, 0.0721798, 0.0550506, 0.0477983, 0.0453265, 0.0648278, 0.0696677
0.0617232, 0.0629204, 0.0541013, 0.0678154, 0.0729259, 0.0626271, 0.0615862, 0.0531925, 0.0678979, 0.0719601, 0.0541134, 0.0487356, 0.046331, 0.0660732, 0.0734686
0.0633816, 0.0615957, 0.0549052, 0.067989, 0.0722208, 0.0629202, 0.0606268, 0.0526678, 0.0677295, 0.0740421, 0.0558159, 0.0475752, 0.0450069, 0.064819, 0.0708623
0.0612645, 0.0628859, 0.0537107, 0.0677408, 0.0733176, 0.0617857, 0.0606734, 0.0527048, 0.0661605, 0.0749862, 0.0545101, 0.0475703, 0.044827, 0.0639146, 0.0700242
0.0608134, 0.061453, 0.0545128, 0.0671612, 0.073106, 0.0627649, 0.0596368, 0.0523233, 0.0660351, 0.0725625, 0.0570652, 0.0488823, 0.0451798, 0.0643551, 0.0712119
0.0612524, 0.0648804, 0.0549288, 0.0675067, 0.0708033, 0.0613714, 0.0602456, 0.0522986, 0.067152, 0.0729766, 0.0571474, 0.0501645, 0.0451653, 0.0658409, 0.0691804
0.0621982, 0.0617575, 0.0547759, 0.0685316, 0.0715461, 0.0605367, 0.059747, 0.052801, 0.0678595, 0.0726775, 0.0552615, 0.0487862, 0.0462725, 0.0662349, 0.071095
0.0612612, 0.0616266, 0.0544031, 0.06548, 0.0720415, 0.0612717, 0.0597792, 0.0522888, 0.0660196, 0.0739944, 0.0541906, 0.0484448, 0.0442035, 0.0648593, 0.0717859
0.0605402, 0.0623831, 0.0550227, 0.0676293, 0.0707393, 0.0615601, 0.0600612, 0.0528001, 0.0669367, 0.0727831, 0.05587, 0.0484736, 0.0457239, 0.0649014, 0.0723796
0.0615923, 0.0621945, 0.053782, 0.0667219, 0.0722726, 0.0632384, 0.0593977, 0.0514963, 0.0657705, 0.0723695, 0.0547895, 0.0479639, 0.0449035, 0.0657087, 0.0702973
0.0624657, 0.0622006, 0.0545793, 0.0672904, 0.0703406, 0.0614294, 0.0622417, 0.0528805, 0.0678867, 0.0741573, 0.0552531, 0.0490643, 0.0470068, 0.0664865, 0.071735
0.0620429, 0.0634219, 0.0539935, 0.0672422, 0.0717022, 0.0608973, 0.0604834, 0.053816, 0.0678943, 0.0719697, 0.056764, 0.0484127, 0.0451583, 0.065923, 0.0749807
0.0620045, 0.0626223, 0.0539955, 0.0682293, 0.07116, 0.0611839, 0.0595549, 0.0532073, 0.0672238, 0.0721414, 0.0549701, 0.0479845, 0.0461755, 0.0650678, 0.0706887
0.0621937, 0.0636516, 0.0553546, 0.0675999, 0.0722851, 0.0616842, 0.060308, 0.0520535, 0.0664605, 0.0731359, 0.0544613, 0.0478712, 0.0463964, 0.0644493, 0.0706335
0.063913, 0.0640541, 0.0552816, 0.0666957, 0.0714396, 0.0621493, 0.0597875, 0.0519398, 0.0659699, 0.072748, 0.0541349, 0.0483908, 0.044586, 0.062916, 0.0703381
0.0608085, 0.0620678, 0.0550265, 0.0680326, 0.0724279, 0.0612399, 0.0597648, 0.0517077, 0.0673574, 0.0729055, 0.0562199, 0.048005, 0.0445597, 0.0639521, 0.0702953
0.061668, 0.062747, 0.054820, 0.067733, 0.072226, 0.062007, 0.060331, 0.052410, 0.067115, 0.072776, 0.055175, 0.048417, 0.045378, 0.065126 ,0.071162
