normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.0439048, 0.0444581, 0.0421074, 0.0527203, 0.0638464, 0.0590273, 0.0551249, 0.0457388, 0.0486125, 0.0567961, 0.0365683, 0.0341187, 0.0315515, 0.0454187, 0.0536024
0.0426812, 0.0432349, 0.0397734, 0.0462725, 0.068387, 0.0599357, 0.0582227, 0.0490812, 0.0467604, 0.0552444, 0.0372291, 0.0342788, 0.0310683, 0.0448268, 0.0550606
0.0436383, 0.0431379, 0.0399824, 0.0455713, 0.0538854, 0.0434454, 0.0424204, 0.0386464, 0.0459996, 0.0541142, 0.0362947, 0.0344007, 0.0306511, 0.0461209, 0.0554707
0.044, 0.0439754, 0.0409383, 0.0441683, 0.0548531, 0.0444071, 0.0417064, 0.0382441, 0.0451694, 0.0539376, 0.0365779, 0.0347097, 0.0303306, 0.0444183, 0.0544785
0.0427598, 0.0440641, 0.0394541, 0.0454564, 0.0552561, 0.0442725, 0.042724, 0.0388414, 0.04644, 0.0526704, 0.0372636, 0.0332897, 0.0302696, 0.0445442, 0.0539589
0.0433858, 0.0430023, 0.0406204, 0.0456692, 0.0548674, 0.0440091, 0.0420909, 0.0389022, 0.0451961, 0.0538111, 0.0371858, 0.0350536, 0.0303484, 0.0452108, 0.0541856
0.0430772, 0.0435853, 0.0401822, 0.0454287, 0.0555324, 0.0433013, 0.0416456, 0.0382874, 0.0487791, 0.0551573, 0.0369211, 0.034146, 0.0308734, 0.0457352, 0.0538354
0.04376, 0.0439258, 0.0408989, 0.0462702, 0.054587, 0.043591, 0.0429252, 0.0385142, 0.0456446, 0.0540933, 0.036243, 0.0342907, 0.0313754, 0.044038, 0.0538918
0.0436123, 0.0432096, 0.042236, 0.0561182, 0.0693387, 0.0464208, 0.0446748, 0.0389112, 0.0462659, 0.0537557, 0.0383387, 0.0342315, 0.0318054, 0.0449639, 0.0548891
0.0441931, 0.0434576, 0.0396002, 0.0450716, 0.0547809, 0.0420596, 0.0430686, 0.0385242, 0.0455513, 0.054931, 0.0366684, 0.033981, 0.029618, 0.0442738, 0.0543013
0.0426696, 0.043944, 0.0406263, 0.0455796, 0.0547793, 0.0441183, 0.041781, 0.0397795, 0.0447868, 0.0537347, 0.0366571, 0.0340783, 0.0303635, 0.0460818, 0.0535065
0.0429364, 0.0436063, 0.0397318, 0.045707, 0.0551061, 0.0453998, 0.0456391, 0.0392, 0.0452935, 0.0550192, 0.0365628, 0.0346602, 0.0300715, 0.0448154, 0.0545085
0.0432361, 0.0441159, 0.0400897, 0.045596, 0.0568877, 0.0445898, 0.0414939, 0.0388572, 0.0446953, 0.0538653, 0.0379834, 0.0346088, 0.0303562, 0.0488326, 0.0562747
0.0446956, 0.0444592, 0.0406176, 0.0545678, 0.0554538, 0.0436059, 0.0427318, 0.0389671, 0.0453461, 0.0541049, 0.0367829, 0.0351376, 0.0309674, 0.0453767, 0.0555958
0.0438374, 0.0443532, 0.0402969, 0.0470541, 0.0549463, 0.0441125, 0.0424548, 0.0386759, 0.0451797, 0.0548787, 0.0366881, 0.0346903, 0.0301906, 0.0444191, 0.05317
0.0431115, 0.0441252, 0.0403212, 0.0452757, 0.053842, 0.0434958, 0.0429131, 0.0391847, 0.0460928, 0.0549608, 0.0370899, 0.0355648, 0.0304822, 0.0451864, 0.0546841
0.0439564, 0.0438649, 0.0400007, 0.0453232, 0.0540768, 0.0433155, 0.0402204, 0.039198, 0.0456702, 0.0534778, 0.0365938, 0.0342606, 0.030319, 0.0448299, 0.0537105
0.0435616, 0.0439214, 0.0403044, 0.0459266, 0.0551333, 0.0440716, 0.042251, 0.0376541, 0.0447715, 0.0552832, 0.0369448, 0.0339201, 0.0306018, 0.044619, 0.0548952
0.0436412, 0.0432809, 0.0403477, 0.0455333, 0.0558391, 0.0443644, 0.0422606, 0.0387994, 0.0474871, 0.0555294, 0.0366535, 0.0348206, 0.0302186, 0.0444842, 0.0543855
0.0434204, 0.0432105, 0.0395713, 0.0454654, 0.054882, 0.0452093, 0.042243, 0.0383421, 0.0450708, 0.0543928, 0.0370078, 0.0351531, 0.0315819, 0.044389, 0.0544951
0.043504, 0.043747, 0.040385, 0.046939, 0.056814, 0.045638, 0.043930, 0.039617, 0.045941, 0.054488, 0.036913, 0.034470, 0.030652, 0.045129 ,0.054445
