normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.15009, 0.155463, 0.125091, 0.157915, 0.201447, 0.143189, 0.144791, 0.122692, 0.167068, 0.256817, 0.144563, 0.118499, 0.130074, 0.155364, 0.153363
0.130755, 0.143742, 0.122524, 0.155165, 0.196569, 0.131979, 0.135142, 0.12282, 0.158013, 0.181655, 0.128019, 0.113265, 0.125998, 0.149133, 0.155323
0.123929, 0.13738, 0.123936, 0.153211, 0.231528, 0.168786, 0.198475, 0.133474, 0.182888, 0.290948, 0.203841, 0.146934, 0.153426, 0.242094, 0.310913
0.208734, 0.177767, 0.148873, 0.201211, 0.279794, 0.178776, 0.177572, 0.156282, 0.227686, 0.243439, 0.231368, 0.143455, 0.147313, 0.205941, 0.220144
0.174971, 0.191728, 0.155495, 0.213369, 0.36323, 0.182133, 0.200939, 0.141996, 0.207393, 0.315105, 0.178746, 0.145362, 0.136397, 0.16902, 0.229662
0.189847, 0.191535, 0.127997, 0.166952, 0.278092, 0.15558, 0.16556, 0.156612, 0.181559, 0.216422, 0.157278, 0.122812, 0.129765, 0.170299, 0.177138
0.136692, 0.156921, 0.138423, 0.16739, 0.205886, 0.139707, 0.14861, 0.135308, 0.181818, 0.205766, 0.148962, 0.1203, 0.129311, 0.157523, 0.176007
0.145049, 0.163034, 0.13177, 0.160531, 0.186246, 0.147465, 0.152615, 0.127084, 0.170962, 0.224554, 0.14385, 0.12106, 0.140261, 0.17767, 0.169735
0.125134, 0.141612, 0.12685, 0.177718, 0.193784, 0.13325, 0.138972, 0.121082, 0.148502, 0.183806, 0.141844, 0.125015, 0.12663, 0.152482, 0.150801
0.12528, 0.146364, 0.128053, 0.159636, 0.193603, 0.141441, 0.140408, 0.126426, 0.15787, 0.188733, 0.145005, 0.121155, 0.123561, 0.146264, 0.147809
0.133211, 0.145972, 0.127156, 0.15289, 0.179411, 0.124439, 0.132006, 0.119651, 0.177668, 0.219883, 0.152206, 0.120169, 0.129276, 0.163068, 0.194194
0.143897, 0.150638, 0.126418, 0.14779, 0.285067, 0.16304, 0.148931, 0.121855, 0.19281, 0.208451, 0.131932, 0.122555, 0.134423, 0.15503, 0.161505
0.126372, 0.185768, 0.12731, 0.171335, 0.224162, 0.137798, 0.139764, 0.11974, 0.155363, 0.27201, 0.151532, 0.119124, 0.128631, 0.153468, 0.158707
0.127425, 0.14958, 0.12501, 0.161472, 0.187516, 0.131036, 0.141555, 0.12504, 0.163301, 0.202791, 0.139411, 0.115588, 0.122803, 0.152753, 0.162327
0.138062, 0.146015, 0.128804, 0.192329, 0.225081, 0.199209, 0.191303, 0.134908, 0.172826, 0.193688, 0.135596, 0.117195, 0.12782, 0.157313, 0.178254
0.15179, 0.198347, 0.141643, 0.219365, 0.316608, 0.184567, 0.210378, 0.143601, 0.225305, 0.238367, 0.138084, 0.123923, 0.124125, 0.159171, 0.163464
0.127606, 0.166579, 0.128295, 0.16831, 0.291433, 0.160252, 0.142138, 0.12483, 0.158032, 0.18993, 0.140672, 0.120715, 0.125858, 0.154058, 0.158224
0.130078, 0.166927, 0.135913, 0.170065, 0.190245, 0.131573, 0.138069, 0.121577, 0.16314, 0.199653, 0.139338, 0.115503, 0.123761, 0.147085, 0.152201
0.125545, 0.146321, 0.125966, 0.157124, 0.18477, 0.12563, 0.138069, 0.126592, 0.164522, 0.189975, 0.130781, 0.120182, 0.127421, 0.148954, 0.150429
0.133664, 0.143744, 0.124234, 0.159732, 0.17056, 0.127094, 0.131889, 0.124217, 0.164973, 0.181222, 0.131055, 0.113519, 0.121869, 0.145465, 0.152692
0.142407, 0.160272, 0.130988, 0.170676, 0.229252, 0.150347, 0.155859, 0.130289, 0.176085, 0.220161, 0.150704, 0.123317, 0.130436, 0.163108 ,0.176145
