normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.0825558, 0.0863872, 0.0684827, 0.09767, 0.100349, 0.0837902, 0.0801387, 0.0705421, 0.0953973, 0.0991508, 0.0744026, 0.0670656, 0.0641415, 0.0892312, 0.0902153
0.0829137, 0.0874189, 0.0700385, 0.100525, 0.10244, 0.0828182, 0.0813659, 0.0670676, 0.094632, 0.100611, 0.075144, 0.0658397, 0.0617473, 0.0887908, 0.089116
0.0832327, 0.0878997, 0.0691789, 0.0954607, 0.0995108, 0.0807673, 0.0824895, 0.0724054, 0.0971385, 0.10004, 0.0775696, 0.0683638, 0.0622202, 0.0894638, 0.0886259
0.0810123, 0.0837592, 0.0687694, 0.0977283, 0.100351, 0.0833797, 0.0807855, 0.0685529, 0.0949537, 0.101121, 0.077132, 0.0662556, 0.0628243, 0.0880295, 0.0904655
0.080978, 0.0844274, 0.0704769, 0.0966768, 0.0991163, 0.0815108, 0.0805907, 0.0702115, 0.0969736, 0.101884, 0.0744501, 0.0667652, 0.0619779, 0.0883194, 0.0897209
0.0886043, 0.0864284, 0.0732496, 0.102549, 0.105041, 0.0839367, 0.084909, 0.0702516, 0.100216, 0.105738, 0.0778686, 0.0710004, 0.0661358, 0.0952134, 0.095558
0.0827531, 0.0829695, 0.0683469, 0.0958453, 0.0968426, 0.0820965, 0.0792842, 0.0664408, 0.0935099, 0.0986749, 0.075183, 0.0678479, 0.0619319, 0.0891987, 0.0882525
0.0809101, 0.0838276, 0.0690549, 0.0960714, 0.0988802, 0.0827795, 0.0800644, 0.0681649, 0.0964508, 0.0981512, 0.0740642, 0.0660907, 0.0620556, 0.0891958, 0.0920973
0.0828557, 0.0849241, 0.070674, 0.0971844, 0.10012, 0.0834075, 0.0821759, 0.0672182, 0.0940483, 0.0972624, 0.0735117, 0.0663903, 0.0623847, 0.0877747, 0.0896696
0.0813307, 0.0828765, 0.0705462, 0.0968242, 0.101139, 0.0816782, 0.0791031, 0.0675532, 0.0938442, 0.096782, 0.0733599, 0.066741, 0.0620953, 0.0887879, 0.0880979
0.0822289, 0.0837022, 0.0682136, 0.0978312, 0.10418, 0.0821782, 0.0796198, 0.0677868, 0.0938708, 0.100556, 0.0749487, 0.0669591, 0.0646686, 0.0879404, 0.0877845
0.0808608, 0.0834054, 0.0695631, 0.0963199, 0.09901, 0.0814728, 0.0804791, 0.0680175, 0.0948187, 0.0982094, 0.0739229, 0.0661036, 0.0620493, 0.0868506, 0.0875605
0.0802594, 0.0825109, 0.0696266, 0.0960227, 0.0987655, 0.0816005, 0.0802716, 0.067194, 0.0934992, 0.0972505, 0.0728658, 0.0651955, 0.0621917, 0.0862059, 0.0874332
0.0814974, 0.0828303, 0.0686302, 0.0958249, 0.0980182, 0.0831627, 0.07966, 0.0672878, 0.0941092, 0.0976097, 0.0732309, 0.0657747, 0.0616183, 0.0883425, 0.0875266
0.0814001, 0.0834746, 0.0682824, 0.0969377, 0.0992117, 0.0814156, 0.0796936, 0.0668332, 0.0927726, 0.0981464, 0.074603, 0.0670196, 0.0609673, 0.089931, 0.0873414
0.0815208, 0.0830868, 0.0694924, 0.0953762, 0.0971098, 0.0804162, 0.0798889, 0.0678096, 0.0946172, 0.0989793, 0.0753459, 0.0665262, 0.0623725, 0.0870942, 0.0887449
0.0837325, 0.082482, 0.0685645, 0.0947257, 0.0990762, 0.0810583, 0.0799926, 0.0675152, 0.0947495, 0.0963609, 0.0733254, 0.0651202, 0.0630137, 0.0965023, 0.0893143
0.0807322, 0.0851568, 0.0689334, 0.0973913, 0.0984753, 0.0806103, 0.0804971, 0.0670184, 0.0932454, 0.0979065, 0.0741741, 0.0656804, 0.0604595, 0.0867031, 0.0895582
0.0807724, 0.0835257, 0.0685585, 0.0944915, 0.0983113, 0.081767, 0.0810534, 0.0669715, 0.0920719, 0.0972274, 0.0731815, 0.0663011, 0.0615693, 0.0884105, 0.0883106
0.0805082, 0.0832518, 0.0684704, 0.0944414, 0.0980059, 0.0808123, 0.0799033, 0.0670568, 0.0942589, 0.097485, 0.0747209, 0.0653563, 0.0605928, 0.0876341, 0.0872691
0.082033, 0.084217, 0.069358, 0.096795, 0.099698, 0.082033, 0.080598, 0.068095, 0.094759, 0.098957, 0.074650, 0.066620, 0.062351, 0.088981 ,0.089133
