normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.049517, 0.0489102, 0.0444433, 0.0519782, 0.0598274, 0.049108, 0.0480605, 0.0434393, 0.0516527, 0.0620552, 0.0404052, 0.0390155, 0.0347383, 0.0540984, 0.059502
0.0494497, 0.0494109, 0.0448383, 0.0525807, 0.0599567, 0.0485398, 0.0475874, 0.0427417, 0.0516929, 0.0609679, 0.0408748, 0.036849, 0.0337722, 0.0518253, 0.0595555
0.0490648, 0.0482047, 0.0442576, 0.0529594, 0.0616257, 0.0495834, 0.0492601, 0.0426814, 0.0522533, 0.0599616, 0.0400608, 0.0349617, 0.0343766, 0.052109, 0.0595356
0.0482468, 0.0491287, 0.0444462, 0.0515453, 0.0608128, 0.0500471, 0.0485274, 0.0436334, 0.0517418, 0.0598585, 0.0403792, 0.0375274, 0.0338872, 0.0518757, 0.0600497
0.0489102, 0.0494982, 0.0448678, 0.0517464, 0.0600494, 0.0490107, 0.0472299, 0.0433612, 0.0524723, 0.0624113, 0.0402585, 0.0374915, 0.0359912, 0.0536583, 0.0612141
0.0513804, 0.0489284, 0.0486996, 0.0517247, 0.0602635, 0.0489628, 0.0477069, 0.0437365, 0.0517616, 0.0596975, 0.039496, 0.0372293, 0.0342964, 0.0526817, 0.05984
0.0499682, 0.0489919, 0.0447476, 0.0530832, 0.0611764, 0.0488316, 0.0475891, 0.0436102, 0.052206, 0.0602055, 0.0397777, 0.0369112, 0.0344991, 0.0520955, 0.0602511
0.0498373, 0.0496045, 0.0446372, 0.0528013, 0.0606761, 0.0490851, 0.048459, 0.0430654, 0.0526574, 0.0603697, 0.0411087, 0.0367145, 0.0337354, 0.0515652, 0.0604025
0.0496411, 0.0493822, 0.044847, 0.0509483, 0.0605651, 0.0488317, 0.0485795, 0.0428308, 0.0520501, 0.0601502, 0.0413926, 0.0370699, 0.0349309, 0.0527025, 0.0587436
0.0485811, 0.0509956, 0.0447207, 0.0520482, 0.0606337, 0.0485847, 0.0479744, 0.0429646, 0.0517286, 0.0605503, 0.0405729, 0.0378417, 0.0340317, 0.0519156, 0.0595854
0.0477199, 0.0492741, 0.0447054, 0.0509622, 0.0589979, 0.0474933, 0.0482406, 0.0426847, 0.0524913, 0.0603731, 0.0415733, 0.0369854, 0.0350238, 0.0519622, 0.0594694
0.0493257, 0.0499666, 0.0455122, 0.0517327, 0.0602309, 0.049943, 0.047512, 0.0426125, 0.0512226, 0.0598465, 0.0395122, 0.037119, 0.0341902, 0.0521219, 0.0596181
0.0490008, 0.0492676, 0.0444716, 0.0534021, 0.0602743, 0.0487168, 0.0479224, 0.0435625, 0.0519167, 0.0604366, 0.0405412, 0.0369822, 0.0337317, 0.0516941, 0.0597875
0.0484167, 0.0494081, 0.0443579, 0.0522764, 0.0592363, 0.0494628, 0.0479564, 0.0438484, 0.0521185, 0.0613539, 0.0412499, 0.0388489, 0.034449, 0.0535177, 0.0602151
0.0493168, 0.0498662, 0.0449026, 0.0520989, 0.059929, 0.0487574, 0.0487533, 0.0439213, 0.0518497, 0.0597622, 0.0399857, 0.0383077, 0.0345244, 0.0522655, 0.0600448
0.0494572, 0.0491223, 0.04561, 0.067782, 0.0719775, 0.0497691, 0.0486056, 0.0433451, 0.0518217, 0.0601833, 0.0396757, 0.0385177, 0.0338586, 0.0514276, 0.060623
0.0485825, 0.0493985, 0.0457616, 0.0523405, 0.0613505, 0.0487333, 0.0459353, 0.0428485, 0.0548434, 0.0616297, 0.0404299, 0.0374151, 0.0339762, 0.0515157, 0.0589723
0.0498138, 0.0468144, 0.0442351, 0.0517064, 0.0597672, 0.0486963, 0.0481929, 0.0430248, 0.052476, 0.0612305, 0.0397403, 0.0370354, 0.034335, 0.0521691, 0.0589781
0.049585, 0.0489496, 0.0442035, 0.0533303, 0.0616417, 0.0489139, 0.0476661, 0.0440802, 0.0780197, 0.0654304, 0.0400571, 0.0396678, 0.0340248, 0.0527534, 0.0637136
0.0505078, 0.0497001, 0.0444215, 0.0526336, 0.0606609, 0.0493676, 0.0481278, 0.0436447, 0.0534165, 0.0598282, 0.0401023, 0.0381766, 0.0338352, 0.0522593, 0.0591416
0.049316, 0.049241, 0.044934, 0.052984, 0.060983, 0.049022, 0.047994, 0.043282, 0.053520, 0.060815, 0.040360, 0.037533, 0.034310, 0.052311 ,0.059962
