normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.0676298, 0.0690274, 0.0598212, 0.0778911, 0.078247, 0.0670607, 0.0659787, 0.0582333, 0.0754319, 0.0809073, 0.064283, 0.0556338, 0.0526819, 0.0757528, 0.0780867
0.0694592, 0.0724488, 0.0637037, 0.0808774, 0.0810674, 0.074482, 0.0698439, 0.0637427, 0.0815535, 0.0848567, 0.0625149, 0.0552708, 0.0531071, 0.0741293, 0.0800532
0.0671867, 0.0697921, 0.0597112, 0.0760531, 0.0779638, 0.0675003, 0.0662764, 0.0585377, 0.0746701, 0.0792502, 0.0620579, 0.0542907, 0.0498621, 0.0709554, 0.0787427
0.0685714, 0.0678297, 0.0595133, 0.0751589, 0.0778005, 0.0687944, 0.0658052, 0.0590712, 0.0744841, 0.0802645, 0.0620042, 0.0551596, 0.0519621, 0.0748962, 0.0771765
0.0682924, 0.068896, 0.0588486, 0.0756562, 0.078838, 0.0682811, 0.0681341, 0.0577332, 0.0740104, 0.0791145, 0.0609656, 0.0552522, 0.0510974, 0.0724429, 0.0758871
0.0666039, 0.0694407, 0.0597601, 0.0772126, 0.0813257, 0.0693788, 0.0662754, 0.0578282, 0.073835, 0.0792538, 0.0610936, 0.0546391, 0.0507553, 0.0713073, 0.0760221
0.0661509, 0.068155, 0.0597129, 0.0754618, 0.0785564, 0.0688003, 0.0677333, 0.0572564, 0.0735143, 0.0790867, 0.0613869, 0.0548357, 0.0515458, 0.0724849, 0.076347
0.0675326, 0.0681687, 0.0591679, 0.0760769, 0.0800343, 0.0666737, 0.0659296, 0.0574076, 0.073921, 0.0775122, 0.0604814, 0.0546892, 0.0515629, 0.0718393, 0.0762105
0.0668845, 0.068278, 0.0608454, 0.0774802, 0.0784061, 0.0691148, 0.0659209, 0.0572167, 0.0728133, 0.0794443, 0.0605425, 0.0566016, 0.0511936, 0.0712815, 0.0756471
0.066526, 0.068351, 0.0601451, 0.0773298, 0.0794341, 0.0687285, 0.0663001, 0.0576829, 0.0724486, 0.0781832, 0.061632, 0.0548, 0.0507818, 0.072283, 0.075551
0.068231, 0.0678682, 0.0591834, 0.0762545, 0.0787384, 0.0700947, 0.0659338, 0.0574268, 0.0719931, 0.0773032, 0.0614924, 0.0547036, 0.0503554, 0.0727441, 0.0761533
0.0677399, 0.0680966, 0.0601952, 0.076945, 0.0786744, 0.0684713, 0.0666348, 0.0576283, 0.0736633, 0.0805632, 0.0628092, 0.0548222, 0.0503615, 0.072671, 0.0750383
0.0690445, 0.0701926, 0.0605313, 0.0774374, 0.0778391, 0.0672715, 0.0653552, 0.0570691, 0.0733124, 0.0887139, 0.0695018, 0.0541294, 0.0514812, 0.0720347, 0.0770409
0.0674069, 0.0701323, 0.0596332, 0.0773097, 0.0782767, 0.0679386, 0.0649192, 0.0571748, 0.0750815, 0.0816294, 0.0613369, 0.0555847, 0.0508871, 0.0726239, 0.0759829
0.0679206, 0.069331, 0.0602684, 0.0756414, 0.0788715, 0.0677077, 0.0656957, 0.057695, 0.0747865, 0.0798218, 0.0615354, 0.0550475, 0.0510883, 0.0714489, 0.0773482
0.0704509, 0.0703724, 0.0591852, 0.076414, 0.078484, 0.0670323, 0.0654221, 0.0579003, 0.0733906, 0.0784221, 0.061322, 0.0545444, 0.0513705, 0.0722818, 0.0749264
0.0670341, 0.0687406, 0.0602029, 0.0750741, 0.0780811, 0.0670181, 0.0654123, 0.0573286, 0.0738704, 0.0787076, 0.0606204, 0.0555065, 0.051112, 0.0724273, 0.0759798
0.0677135, 0.0677641, 0.0587305, 0.0766497, 0.0781077, 0.0678953, 0.0673383, 0.0577233, 0.0724059, 0.0783513, 0.0637622, 0.0567039, 0.052873, 0.0748882, 0.0780759
0.0683387, 0.0687116, 0.0596789, 0.0776348, 0.0804705, 0.0679415, 0.0681871, 0.0587193, 0.0723605, 0.0806044, 0.0612242, 0.0548848, 0.051651, 0.0728901, 0.0764608
0.0678105, 0.0673897, 0.058944, 0.0750569, 0.0768226, 0.068303, 0.0651533, 0.0583012, 0.0729511, 0.0791021, 0.0627879, 0.0550992, 0.0514166, 0.0730161, 0.0769945
0.067826, 0.068949, 0.059889, 0.076681, 0.078802, 0.068424, 0.066412, 0.058084, 0.074025, 0.080055, 0.062168, 0.055110, 0.051357, 0.072720 ,0.076686
