normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.0958997, 0.100556, 0.0901881, 0.114882, 0.122321, 0.0971713, 0.0974969, 0.0861742, 0.115616, 0.120304, 0.0918484, 0.0822908, 0.0844255, 0.107602, 0.105279
0.0941957, 0.0995047, 0.0883914, 0.115722, 0.122518, 0.0994363, 0.0985362, 0.0879529, 0.122275, 0.123834, 0.0940069, 0.083386, 0.0848422, 0.10675, 0.104967
0.0989534, 0.102407, 0.0923583, 0.115569, 0.121153, 0.0966105, 0.0961876, 0.0859808, 0.115472, 0.119491, 0.0935312, 0.0819382, 0.0850888, 0.110671, 0.106079
0.0954911, 0.0991132, 0.0882053, 0.114693, 0.120835, 0.096211, 0.0964411, 0.0880197, 0.117103, 0.121271, 0.0913462, 0.0837428, 0.0831839, 0.105767, 0.105007
0.0952952, 0.100696, 0.0893182, 0.113959, 0.123079, 0.0968131, 0.0966845, 0.085936, 0.114891, 0.119594, 0.0922296, 0.082758, 0.0847769, 0.108043, 0.106494
0.0961212, 0.100195, 0.0889768, 0.113932, 0.123068, 0.0978845, 0.0978172, 0.0867133, 0.121701, 0.120161, 0.0927205, 0.0849879, 0.0906194, 0.126609, 0.111827
0.0990518, 0.102007, 0.0898537, 0.115751, 0.122122, 0.0983403, 0.0971249, 0.0866631, 0.11813, 0.121452, 0.0949093, 0.0849439, 0.0888525, 0.109234, 0.106329
0.0951851, 0.0992251, 0.0885811, 0.114005, 0.122431, 0.0969303, 0.0970413, 0.0880414, 0.118201, 0.120764, 0.0923525, 0.082451, 0.08298, 0.108688, 0.107585
0.0961941, 0.0999931, 0.0888655, 0.113039, 0.124042, 0.0970398, 0.0960433, 0.0863287, 0.1152, 0.125168, 0.0935232, 0.0830009, 0.0845062, 0.107797, 0.105242
0.0950596, 0.100239, 0.0884599, 0.113974, 0.12393, 0.0983369, 0.0984178, 0.087935, 0.115808, 0.120682, 0.0911904, 0.0819085, 0.0834115, 0.106505, 0.106412
0.0955767, 0.0998854, 0.0880105, 0.114204, 0.122587, 0.09665, 0.095548, 0.0847025, 0.115685, 0.12096, 0.0945699, 0.0824064, 0.0842456, 0.106584, 0.105793
0.0950928, 0.0975646, 0.0875193, 0.11235, 0.120937, 0.0982686, 0.0966138, 0.0863712, 0.115413, 0.119947, 0.0927472, 0.0815999, 0.0850393, 0.10562, 0.105411
0.0999494, 0.09966, 0.0884206, 0.114703, 0.121185, 0.0967159, 0.0949843, 0.086037, 0.114814, 0.120135, 0.0950332, 0.0830108, 0.0834172, 0.106837, 0.105178
0.0968494, 0.0988996, 0.0889675, 0.112265, 0.121816, 0.0976737, 0.0960181, 0.08633, 0.116127, 0.126016, 0.0980952, 0.0833031, 0.0850734, 0.106795, 0.106127
0.0965204, 0.100244, 0.0888046, 0.112933, 0.121493, 0.0953858, 0.0945669, 0.0885019, 0.117299, 0.124266, 0.0935803, 0.0819178, 0.0848603, 0.105741, 0.105258
0.0943374, 0.0979044, 0.0887548, 0.113145, 0.123189, 0.0971543, 0.100327, 0.0859992, 0.11623, 0.120659, 0.0950473, 0.0852469, 0.0845953, 0.108803, 0.107087
0.0989533, 0.104904, 0.0901521, 0.113684, 0.122676, 0.096264, 0.0948115, 0.0855457, 0.116923, 0.120201, 0.0923323, 0.0830402, 0.0847863, 0.107305, 0.105277
0.0937911, 0.0983661, 0.0884362, 0.114411, 0.120984, 0.0969769, 0.0966608, 0.0852812, 0.115632, 0.123004, 0.09269, 0.0816223, 0.0836337, 0.107867, 0.106222
0.099163, 0.108952, 0.102669, 0.115417, 0.122373, 0.0953025, 0.0959576, 0.0868095, 0.116364, 0.122669, 0.093067, 0.082927, 0.0841332, 0.108198, 0.106727
0.0940772, 0.098573, 0.0923881, 0.11952, 0.124645, 0.0972702, 0.0982411, 0.0854035, 0.115241, 0.120934, 0.0928467, 0.0818568, 0.0833858, 0.104873, 0.104927
0.096288, 0.100444, 0.089866, 0.114408, 0.122369, 0.097122, 0.096776, 0.086536, 0.116706, 0.121576, 0.093383, 0.082917, 0.084793, 0.108314 ,0.106161
