normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.200548, 0.233559, 0.179998, 0.192057, 0.368015, 0.194802, 0.199163, 0.177134, 0.198415, 0.350311, 0.189024, 0.162125, 0.190709, 0.224467, 0.304482
0.202872, 0.346756, 0.376391, 0.30135, 0.488926, 0.282652, 0.249594, 0.287022, 0.348266, 0.424971, 0.192094, 0.156221, 0.196051, 0.208231, 0.251856
0.172741, 0.216915, 0.197407, 0.207103, 0.341677, 0.20024, 0.229933, 0.177991, 0.204731, 0.333584, 0.207187, 0.157239, 0.177109, 0.190103, 0.27149
0.202502, 0.218294, 0.181898, 0.205609, 0.37149, 0.183913, 0.203312, 0.178403, 0.220328, 0.360876, 0.190324, 0.147511, 0.212543, 0.258644, 0.267796
0.172115, 0.211206, 0.194344, 0.218972, 0.344473, 0.178339, 0.202722, 0.198029, 0.204671, 0.326991, 0.182902, 0.158464, 0.192106, 0.200618, 0.250854
0.184036, 0.23628, 0.197363, 0.20464, 0.349663, 0.195928, 0.195318, 0.179875, 0.217988, 0.348745, 0.18848, 0.149661, 0.18177, 0.203801, 0.263546
0.186621, 0.215741, 0.190101, 0.214187, 0.350256, 0.172629, 0.194193, 0.19107, 0.228415, 0.330011, 0.180614, 0.149875, 0.197831, 0.217211, 0.26304
0.175367, 0.210859, 0.19681, 0.216289, 0.357352, 0.178798, 0.213545, 0.188863, 0.204445, 0.290878, 0.188372, 0.158027, 0.192485, 0.195401, 0.250923
0.189385, 0.222872, 0.18385, 0.215514, 0.399002, 0.232941, 0.208494, 0.185731, 0.210928, 0.342522, 0.200666, 0.149825, 0.176222, 0.214401, 0.264843
0.183312, 0.217172, 0.188456, 0.222894, 0.355752, 0.178656, 0.202302, 0.184268, 0.228294, 0.380011, 0.204144, 0.168399, 0.203295, 0.226567, 0.263719
0.178635, 0.242771, 0.210136, 0.251718, 0.370676, 0.209757, 0.228566, 0.206708, 0.299708, 0.470026, 0.24165, 0.170874, 0.224351, 0.243609, 0.276774
0.212354, 0.225501, 0.19298, 0.215665, 0.369928, 0.215941, 0.221031, 0.196461, 0.255568, 0.381483, 0.203493, 0.158715, 0.19987, 0.217419, 0.274034
0.169621, 0.202546, 0.19359, 0.215598, 0.351576, 0.180917, 0.205393, 0.193775, 0.248679, 0.323772, 0.202375, 0.161773, 0.196447, 0.215498, 0.258624
0.182306, 0.233661, 0.192111, 0.206691, 0.351616, 0.195333, 0.218824, 0.182141, 0.21516, 0.330742, 0.197894, 0.154128, 0.180316, 0.211253, 0.268352
0.1796, 0.215155, 0.185691, 0.204563, 0.377504, 0.17844, 0.191699, 0.175164, 0.213161, 0.340385, 0.17507, 0.147817, 0.191591, 0.208874, 0.267203
0.173698, 0.211959, 0.194302, 0.226091, 0.353383, 0.188866, 0.203604, 0.189502, 0.212047, 0.34647, 0.183006, 0.156777, 0.19638, 0.201899, 0.254801
0.184834, 0.230799, 0.184135, 0.220034, 0.363817, 0.193231, 0.20546, 0.178004, 0.221367, 0.337515, 0.208807, 0.1492, 0.186195, 0.238436, 0.31081
0.171147, 0.213007, 0.181665, 0.217476, 0.348909, 0.169687, 0.197727, 0.181537, 0.220033, 0.314437, 0.173951, 0.149647, 0.188547, 0.217119, 0.260944
0.176101, 0.219034, 0.197688, 0.222114, 0.339894, 0.181594, 0.207003, 0.186522, 0.207694, 0.344499, 0.190613, 0.156423, 0.190401, 0.195458, 0.277017
0.18798, 0.2182, 0.188169, 0.20799, 0.344229, 0.194798, 0.200317, 0.182989, 0.207551, 0.353855, 0.18295, 0.149514, 0.182748, 0.203765, 0.269595
0.184289, 0.227114, 0.200354, 0.219328, 0.364907, 0.195373, 0.208910, 0.191059, 0.228372, 0.351604, 0.194181, 0.155611, 0.192848, 0.214639 ,0.268535
