normal_static_wrs, normal_static_heap, normal_static_discrete, normal_changing_wrs, normal_changing_heap, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_changing_wrs, uniform_changing_heap, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_changing_wrs, weibull_changing_heap
0.0884257, 0.090019, 0.0778508, 0.104963, 0.109416, 0.0910662, 0.0886714, 0.081777, 0.10484, 0.108358, 0.0829766, 0.0733165, 0.0726764, 0.0961356, 0.0955579
0.0873075, 0.0935318, 0.0798822, 0.105094, 0.111839, 0.0890322, 0.0886211, 0.0773956, 0.105461, 0.107349, 0.0829518, 0.0739813, 0.074887, 0.101761, 0.0998999
0.0878354, 0.0901665, 0.0792568, 0.107412, 0.111889, 0.0935901, 0.0881593, 0.0769911, 0.106707, 0.112183, 0.0833368, 0.0749539, 0.0734923, 0.0980445, 0.0987304
0.0873019, 0.0903495, 0.0794835, 0.105553, 0.11209, 0.0890243, 0.0882966, 0.0769318, 0.103198, 0.110597, 0.0854039, 0.0738751, 0.0722092, 0.0957561, 0.0976808
0.0884392, 0.0931764, 0.0844765, 0.1057, 0.110068, 0.0890624, 0.0883035, 0.0760103, 0.103919, 0.107588, 0.0829635, 0.0744632, 0.0727827, 0.0976291, 0.0970567
0.0870171, 0.0908485, 0.0792752, 0.104714, 0.108585, 0.0899469, 0.0878741, 0.0772836, 0.105318, 0.109041, 0.0820644, 0.0738765, 0.0742101, 0.0976095, 0.0974539
0.0883379, 0.0909055, 0.0790803, 0.105838, 0.112027, 0.0885464, 0.0879861, 0.0769863, 0.105169, 0.109215, 0.0835395, 0.0734976, 0.0723403, 0.0954705, 0.0966124
0.0877699, 0.0920699, 0.0790482, 0.102767, 0.109765, 0.0884479, 0.0867583, 0.0763645, 0.105177, 0.110532, 0.0838791, 0.0736239, 0.0741586, 0.0966044, 0.0969761
0.0877704, 0.0908658, 0.0778237, 0.104144, 0.10911, 0.0888078, 0.0876999, 0.0768343, 0.105081, 0.108357, 0.0822651, 0.0746003, 0.0717563, 0.0966555, 0.0967873
0.0881979, 0.0907884, 0.0795819, 0.106251, 0.112368, 0.088063, 0.0873237, 0.0784588, 0.104066, 0.108272, 0.0825671, 0.0740673, 0.0732753, 0.0957874, 0.0979033
0.0890138, 0.0894377, 0.0784933, 0.104263, 0.109829, 0.0874361, 0.0867403, 0.0765134, 0.106363, 0.109193, 0.0847939, 0.0744072, 0.0723612, 0.0960792, 0.0971731
0.0880598, 0.0902175, 0.0779786, 0.105009, 0.110731, 0.0880324, 0.0899435, 0.077979, 0.104022, 0.10922, 0.0828184, 0.0742162, 0.0730516, 0.096008, 0.0970831
0.0878725, 0.0934428, 0.0788231, 0.104849, 0.110167, 0.0883494, 0.0889504, 0.0762377, 0.103528, 0.107301, 0.083258, 0.0757813, 0.0782815, 0.0967362, 0.0970047
0.0879958, 0.0920589, 0.0801516, 0.107093, 0.113022, 0.0876878, 0.0879173, 0.0771395, 0.104556, 0.110545, 0.0831681, 0.073364, 0.072592, 0.09677, 0.0971979
0.0883797, 0.0901828, 0.0802598, 0.105752, 0.110859, 0.0908015, 0.0878038, 0.0767554, 0.10353, 0.10834, 0.0825969, 0.0735966, 0.0725285, 0.0960818, 0.100282
0.0873201, 0.0904322, 0.079679, 0.104956, 0.109191, 0.0893417, 0.0875155, 0.0758231, 0.104075, 0.107392, 0.0834899, 0.0739096, 0.0739338, 0.0986842, 0.0972762
0.0879426, 0.0911383, 0.0785888, 0.104226, 0.109075, 0.0887391, 0.0873436, 0.0774745, 0.103923, 0.110513, 0.0843164, 0.0744352, 0.0724372, 0.0952251, 0.0960115
0.0869799, 0.0904549, 0.0796225, 0.104928, 0.111221, 0.0879953, 0.0886785, 0.0767378, 0.104746, 0.107361, 0.0826553, 0.0739581, 0.0715568, 0.0988558, 0.0967384
0.0890199, 0.0907284, 0.0803413, 0.106113, 0.110549, 0.0873023, 0.0877918, 0.0766341, 0.104591, 0.10803, 0.0836199, 0.0737833, 0.0733139, 0.096035, 0.0964572
0.0877844, 0.0904054, 0.0785995, 0.104727, 0.110499, 0.0878507, 0.0875626, 0.0774419, 0.104126, 0.106902, 0.0821248, 0.0738183, 0.0725839, 0.0956131, 0.0950403
0.087939, 0.091061, 0.079415, 0.105218, 0.110615, 0.088956, 0.087997, 0.077189, 0.104620, 0.108814, 0.083239, 0.074076, 0.073221, 0.096877 ,0.097246
