normal_static_wrs, normal_static_heap, normal_static_discrete, normal_static_fenwick, normal_static_leafsum, normal_static_leaf_sum_split, normal_static_sideways_fenwick, normal_static_weightsum, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_static_fenwick, uniform_static_leafsum, uniform_static_leaf_sum_split, uniform_static_sideways_fenwick, uniform_static_weightsum, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_static_fenwick, weibull_static_leafsum, weibull_static_leaf_sum_split, weibull_static_sideways_fenwick, weibull_static_weightsum
0.376727, 0.40706, 0.729927, 1.30584, 0.333894, 0.303379, 0.272911, 0.379755, 0.375973, 0.393203, 0.770608, 1.23851, 0.318415, 0.301922, 0.284363, 0.378816, 0.37353, 0.325428, 0.727159, 1.23597, 0.32673, 0.30161, 0.275744, 0.334854
0.375163, 0.406751, 0.728607, 1.33895, 0.332322, 0.304851, 0.274714, 0.384928, 0.366379, 0.3965, 0.758088, 1.30807, 0.32265, 0.301785, 0.286667, 0.379948, 0.37559, 0.327995, 0.771769, 1.23763, 0.330563, 0.302035, 0.277856, 0.335087
0.377787, 0.399804, 0.774533, 1.30503, 0.335401, 0.302393, 0.276866, 0.380854, 0.376119, 0.391029, 0.771376, 1.30173, 0.323695, 0.302786, 0.286791, 0.379496, 0.376116, 0.332511, 0.726097, 1.32782, 0.327447, 0.305506, 0.27571, 0.335489
0.375303, 0.402244, 0.73297, 1.29319, 0.331458, 0.302675, 0.275487, 0.38016, 0.372833, 0.393879, 0.75883, 1.26431, 0.323591, 0.303169, 0.287723, 0.38435, 0.370204, 0.331604, 0.729517, 1.3397, 0.327339, 0.305653, 0.273003, 0.339283
0.375272, 0.406669, 0.725593, 1.2372, 0.331951, 0.305669, 0.264955, 0.385449, 0.372683, 0.391413, 0.767837, 1.25323, 0.322709, 0.302206, 0.287333, 0.382851, 0.372276, 0.332582, 0.728182, 1.31978, 0.326892, 0.305173, 0.275035, 0.339344
0.377199, 0.406832, 0.766113, 1.34067, 0.333028, 0.304901, 0.276053, 0.385953, 0.37235, 0.395318, 0.727881, 1.3454, 0.325236, 0.30527, 0.284954, 0.38373, 0.375692, 0.327241, 0.775074, 1.30012, 0.326335, 0.306017, 0.27703, 0.334637
0.376994, 0.40158, 0.737462, 1.27097, 0.338452, 0.302059, 0.276552, 0.381889, 0.37639, 0.392049, 0.770859, 1.33634, 0.322933, 0.304744, 0.284891, 0.380596, 0.372569, 0.32638, 0.725264, 1.25242, 0.326545, 0.301907, 0.273367, 0.33519
0.378046, 0.402202, 0.751707, 1.28244, 0.330774, 0.302098, 0.275294, 0.38241, 0.372211, 0.39578, 0.69878, 1.28532, 0.321614, 0.302803, 0.283683, 0.37964, 0.37303, 0.331914, 0.755546, 1.32733, 0.330898, 0.302223, 0.278607, 0.338155
0.376203, 0.401263, 0.729079, 1.30739, 0.332761, 0.301637, 0.276322, 0.383032, 0.37363, 0.390693, 0.767738, 1.29947, 0.318373, 0.302109, 0.284972, 0.379622, 0.373513, 0.327506, 0.721637, 1.28883, 0.328146, 0.301272, 0.275436, 0.334829
0.374869, 0.401331, 0.760222, 1.29146, 0.332982, 0.303921, 0.274211, 0.380869, 0.373436, 0.391014, 0.723936, 1.24701, 0.320083, 0.302534, 0.284178, 0.379116, 0.372254, 0.327199, 0.758559, 1.27374, 0.327318, 0.301994, 0.276081, 0.334932
0.374791, 0.402443, 0.70061, 1.23325, 0.333233, 0.303109, 0.273828, 0.381512, 0.372191, 0.390509, 0.717264, 1.21241, 0.320028, 0.304084, 0.284308, 0.37989, 0.368342, 0.327246, 0.757322, 1.28643, 0.327804, 0.302335, 0.275138, 0.334961
0.374456, 0.404573, 0.745219, 1.3236, 0.331547, 0.302343, 0.275461, 0.380995, 0.372389, 0.391069, 0.724583, 1.27136, 0.320026, 0.302678, 0.28524, 0.379324, 0.371873, 0.326649, 0.725266, 1.32569, 0.327553, 0.301759, 0.274394, 0.334733
0.374705, 0.401875, 0.717181, 1.24939, 0.332464, 0.303451, 0.27507, 0.380134, 0.372276, 0.393246, 0.75715, 1.31345, 0.321925, 0.302089, 0.284194, 0.378728, 0.372173, 0.329736, 0.725051, 1.31868, 0.327631, 0.300883, 0.275622, 0.335222
0.379204, 0.401705, 0.71855, 1.34855, 0.331828, 0.30455, 0.273701, 0.381248, 0.372082, 0.39015, 0.755937, 1.26006, 0.321833, 0.30212, 0.28395, 0.378691, 0.372106, 0.327381, 0.726445, 1.26969, 0.326784, 0.301232, 0.274387, 0.334671
0.38, 0.401871, 0.759671, 1.28332, 0.331238, 0.300771, 0.274681, 0.38087, 0.373376, 0.390631, 0.724233, 1.27073, 0.320098, 0.301527, 0.284899, 0.375691, 0.372075, 0.327126, 0.759433, 1.26458, 0.330552, 0.301595, 0.274727, 0.33448
0.375711, 0.401975, 0.757787, 1.26321, 0.330751, 0.331556, 0.274239, 0.381019, 0.372447, 0.391162, 0.72176, 1.25615, 0.323148, 0.301449, 0.281839, 0.378793, 0.37223, 0.327428, 0.723224, 1.25832, 0.327071, 0.302494, 0.273994, 0.334868
0.377051, 0.402061, 0.755614, 1.33478, 0.334534, 0.330992, 0.274397, 0.382894, 0.372829, 0.392326, 0.749125, 1.22662, 0.320008, 0.303808, 0.283919, 0.378577, 0.371883, 0.327961, 0.727254, 1.24653, 0.326857, 0.30088, 0.274701, 0.335901
0.376582, 0.401247, 0.722428, 1.27425, 0.332132, 0.302114, 0.274233, 0.381256, 0.371966, 0.392178, 0.748321, 1.27099, 0.318998, 0.302911, 0.283057, 0.37918, 0.372369, 0.327382, 0.72308, 1.24284, 0.327244, 0.303799, 0.27598, 0.33582
0.374374, 0.402143, 0.718629, 1.21831, 0.329986, 0.304794, 0.274221, 0.381629, 0.373363, 0.391822, 0.754596, 1.28291, 0.317322, 0.302672, 0.284525, 0.378476, 0.372707, 0.327162, 0.712247, 1.29327, 0.330479, 0.302008, 0.275167, 0.336073
0.376039, 0.401343, 0.725797, 1.26869, 0.332156, 0.301363, 0.274759, 0.380683, 0.376609, 0.390957, 0.760174, 1.23174, 0.320489, 0.302461, 0.28208, 0.379329, 0.373091, 0.327793, 0.725232, 1.26263, 0.327243, 0.301086, 0.274827, 0.335282
0.374481, 0.402554, 0.758051, 1.28534, 0.332059, 0.301265, 0.27457, 0.3804, 0.372336, 0.393687, 0.720174, 1.30692, 0.317792, 0.302433, 0.286821, 0.37928, 0.372047, 0.327003, 0.759707, 1.27521, 0.326356, 0.30233, 0.274789, 0.336349
0.378569, 0.406478, 0.724097, 1.30149, 0.331511, 0.301731, 0.274812, 0.379896, 0.372183, 0.390479, 0.725893, 1.25264, 0.320074, 0.301446, 0.282634, 0.377763, 0.372747, 0.325282, 0.723728, 1.27417, 0.327383, 0.302424, 0.27468, 0.338612
0.374797, 0.401493, 0.723984, 1.26505, 0.330711, 0.304978, 0.273965, 0.383001, 0.373512, 0.391806, 0.757744, 1.22082, 0.316533, 0.302753, 0.284529, 0.378345, 0.372642, 0.327333, 0.761497, 1.24545, 0.328046, 0.301177, 0.274916, 0.333832
0.378123, 0.401322, 0.756642, 1.23493, 0.331469, 0.302958, 0.274015, 0.380864, 0.372376, 0.39139, 0.72493, 1.181, 0.321362, 0.30191, 0.284049, 0.382254, 0.372509, 0.327387, 0.752951, 1.3291, 0.326981, 0.302397, 0.274581, 0.334483
0.375024, 0.402375, 0.769406, 1.25492, 0.332544, 0.3014, 0.274526, 0.380968, 0.370856, 0.391165, 0.725104, 1.33486, 0.320425, 0.300317, 0.284972, 0.378421, 0.372311, 0.325761, 0.724412, 1.32662, 0.3288, 0.302548, 0.275063, 0.335017
0.374611, 0.401742, 0.722034, 1.23025, 0.33229, 0.302256, 0.273983, 0.380505, 0.372834, 0.390458, 0.721398, 1.27341, 0.322466, 0.301528, 0.283603, 0.378923, 0.373628, 0.32679, 0.758283, 1.28498, 0.326534, 0.301066, 0.275142, 0.334006
0.377523, 0.402434, 0.758341, 1.28416, 0.332694, 0.303323, 0.274332, 0.381472, 0.373119, 0.391145, 0.760031, 1.24343, 0.320002, 0.302422, 0.283269, 0.37891, 0.375967, 0.326786, 0.754054, 1.30246, 0.327158, 0.301781, 0.275199, 0.334817
0.375675, 0.401891, 0.760037, 1.28053, 0.335349, 0.301934, 0.274214, 0.381338, 0.372498, 0.394781, 0.685134, 1.22517, 0.320139, 0.304817, 0.284068, 0.38031, 0.373034, 0.327862, 0.758079, 1.24403, 0.326851, 0.301636, 0.274972, 0.334918
0.37536, 0.402542, 0.69471, 1.28219, 0.335186, 0.301574, 0.274531, 0.380798, 0.376009, 0.391052, 0.754934, 1.24479, 0.319478, 0.302272, 0.283729, 0.379395, 0.372146, 0.326701, 0.698302, 1.20577, 0.326561, 0.301071, 0.275599, 0.336153
0.375494, 0.402137, 0.761223, 1.24088, 0.333957, 0.302629, 0.275145, 0.380346, 0.372069, 0.393447, 0.717514, 1.28889, 0.318635, 0.303126, 0.28362, 0.383596, 0.37124, 0.326, 0.722177, 1.29702, 0.327711, 0.303226, 0.276679, 0.335501
0.374923, 0.406284, 0.759658, 1.2651, 0.333128, 0.301443, 0.274105, 0.376176, 0.372042, 0.391501, 0.761592, 1.34059, 0.319585, 0.302427, 0.286856, 0.378709, 0.371471, 0.327658, 0.757197, 1.30284, 0.327511, 0.30124, 0.273976, 0.335325
0.375696, 0.401444, 0.726069, 1.27024, 0.333302, 0.301621, 0.27431, 0.381762, 0.366736, 0.391097, 0.758223, 1.30573, 0.318934, 0.301758, 0.283921, 0.379318, 0.372092, 0.326829, 0.722893, 1.28943, 0.32657, 0.303017, 0.275385, 0.334024
0.375425, 0.401199, 0.76008, 1.27647, 0.333275, 0.301244, 0.274325, 0.382962, 0.372302, 0.3913, 0.761161, 1.26295, 0.319211, 0.301359, 0.28408, 0.378386, 0.372792, 0.325859, 0.723033, 1.29881, 0.327002, 0.302289, 0.277976, 0.335419
0.375261, 0.40127, 0.75811, 1.33936, 0.332289, 0.30213, 0.275544, 0.3817, 0.374399, 0.39218, 0.765155, 1.31922, 0.321697, 0.301641, 0.285848, 0.37894, 0.375704, 0.326646, 0.76451, 1.25453, 0.328443, 0.301497, 0.275517, 0.338491
0.376116, 0.400865, 0.719896, 1.31549, 0.333276, 0.303685, 0.273685, 0.381224, 0.371685, 0.395278, 0.704845, 1.29222, 0.320848, 0.304383, 0.286946, 0.377805, 0.371933, 0.330394, 0.727567, 1.29268, 0.327108, 0.302003, 0.277797, 0.334427
