normal_static_wrs, normal_static_heap, normal_static_discrete, normal_static_fenwick, normal_static_leafsum, normal_static_leaf_sum_split, normal_static_sideways_fenwick, normal_static_weightsum, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_static_fenwick, uniform_static_leafsum, uniform_static_leaf_sum_split, uniform_static_sideways_fenwick, uniform_static_weightsum, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_static_fenwick, weibull_static_leafsum, weibull_static_leaf_sum_split, weibull_static_sideways_fenwick, weibull_static_weightsum
0.421551, 0.459825, 0.900616, 1.44053, 0.368923, 0.336044, 0.301805, 0.426199, 0.419011, 0.445893, 0.855138, 1.49013, 0.355108, 0.337931, 0.312255, 0.427253, 0.418315, 0.372904, 0.781413, 1.44312, 0.365295, 0.33597, 0.303144, 0.375534
0.420216, 0.458897, 0.861127, 1.40315, 0.368726, 0.339269, 0.301058, 0.425842, 0.416906, 0.444141, 0.844338, 1.44659, 0.355552, 0.340263, 0.312884, 0.423831, 0.418448, 0.364418, 0.839749, 1.33412, 0.363091, 0.335552, 0.301874, 0.37719
0.412929, 0.459742, 0.860122, 1.44294, 0.368283, 0.338676, 0.30225, 0.42687, 0.419068, 0.45619, 0.874451, 1.44895, 0.355562, 0.338544, 0.313594, 0.422945, 0.418351, 0.370035, 0.799538, 1.44621, 0.362767, 0.335989, 0.302337, 0.375956
0.421507, 0.461916, 0.909084, 1.42975, 0.368749, 0.335955, 0.296573, 0.425761, 0.418359, 0.445511, 0.874487, 1.40075, 0.355387, 0.339935, 0.311796, 0.422988, 0.419554, 0.370598, 0.874155, 1.35289, 0.362988, 0.335201, 0.30245, 0.376781
0.421324, 0.45882, 0.874477, 1.44587, 0.368882, 0.335619, 0.301524, 0.426092, 0.41858, 0.447091, 0.876988, 1.47882, 0.355064, 0.336843, 0.312361, 0.423696, 0.418278, 0.368395, 0.867077, 1.40643, 0.361553, 0.335903, 0.302982, 0.375739
0.420574, 0.459823, 0.859739, 1.47546, 0.369404, 0.338337, 0.301289, 0.425479, 0.409913, 0.446709, 0.871738, 1.37589, 0.35519, 0.337707, 0.311778, 0.429474, 0.419057, 0.370459, 0.911798, 1.48292, 0.361952, 0.340575, 0.302097, 0.41765
0.422414, 0.458885, 0.877311, 1.47969, 0.368457, 0.338874, 0.30221, 0.426202, 0.418755, 0.442404, 0.79904, 1.50218, 0.397947, 0.336663, 0.31415, 0.423779, 0.420774, 0.371033, 0.875756, 1.3514, 0.364271, 0.336408, 0.30168, 0.37558
0.420916, 0.458544, 0.809174, 1.44328, 0.368491, 0.339813, 0.301821, 0.429312, 0.410716, 0.445513, 0.866431, 1.41321, 0.354623, 0.338167, 0.311258, 0.421889, 0.418833, 0.371109, 0.866134, 1.44512, 0.361693, 0.337701, 0.30183, 0.375517
0.421958, 0.459108, 0.882747, 1.39676, 0.369063, 0.336219, 0.301235, 0.424935, 0.418513, 0.446781, 0.823176, 1.46618, 0.358398, 0.337585, 0.31228, 0.427294, 0.417452, 0.373618, 0.829048, 1.39907, 0.362225, 0.33919, 0.301486, 0.38031
0.42224, 0.459713, 0.771351, 1.44607, 0.36918, 0.340916, 0.301427, 0.429115, 0.418417, 0.44842, 0.881973, 1.37279, 0.354541, 0.339268, 0.312482, 0.427153, 0.417171, 0.372975, 0.910045, 1.41229, 0.361925, 0.338424, 0.301471, 0.375254
