normal_static_wrs, normal_static_heap, normal_static_discrete, normal_static_fenwick, normal_static_leafsum, normal_static_leaf_sum_split, normal_static_sideways_fenwick, normal_static_weightsum, uniform_static_wrs, uniform_static_heap, uniform_static_discrete, uniform_static_fenwick, uniform_static_leafsum, uniform_static_leaf_sum_split, uniform_static_sideways_fenwick, uniform_static_weightsum, weibull_static_wrs, weibull_static_heap, weibull_static_discrete, weibull_static_fenwick, weibull_static_leafsum, weibull_static_leaf_sum_split, weibull_static_sideways_fenwick, weibull_static_weightsum
0.278883, 0.315169, 0.519533, 0.864048, 0.250948, 0.227884, 0.204809, 0.303995, 0.275313, 0.300055, 0.521677, 0.855085, 0.239455, 0.227618, 0.213032, 0.301228, 0.275612, 0.242679, 0.545871, 0.861445, 0.247186, 0.225403, 0.2044, 0.25233
0.276181, 0.316838, 0.510409, 0.932266, 0.249363, 0.224532, 0.205477, 0.301434, 0.278193, 0.303589, 0.54272, 1.00865, 0.240165, 0.230232, 0.21293, 0.305269, 0.27759, 0.24437, 0.526663, 0.920419, 0.246603, 0.226457, 0.20509, 0.255986
0.277216, 0.31911, 0.532878, 0.863713, 0.251066, 0.226202, 0.206166, 0.301905, 0.275392, 0.303764, 0.547859, 0.929538, 0.239865, 0.227954, 0.213239, 0.301326, 0.279177, 0.240949, 0.517723, 0.924376, 0.246299, 0.228232, 0.205103, 0.259731
0.277293, 0.318599, 0.52928, 0.87562, 0.251154, 0.228239, 0.206545, 0.302394, 0.279451, 0.304021, 0.529387, 0.866399, 0.241252, 0.226986, 0.214375, 0.300699, 0.277819, 0.241147, 0.528933, 0.928632, 0.245762, 0.225505, 0.204912, 0.253807
0.278857, 0.315749, 0.520305, 0.864288, 0.251512, 0.224864, 0.204436, 0.305996, 0.274874, 0.303476, 0.524877, 0.863517, 0.239078, 0.229507, 0.212167, 0.301789, 0.275947, 0.240095, 0.525034, 0.848302, 0.249185, 0.224611, 0.205038, 0.249705
0.277651, 0.31508, 0.515734, 0.97635, 0.249566, 0.223155, 0.205735, 0.3024, 0.274089, 0.30332, 0.521333, 0.982345, 0.238849, 0.227582, 0.211943, 0.29989, 0.275254, 0.241028, 0.512552, 0.943683, 0.246698, 0.223714, 0.205265, 0.253314
0.278993, 0.315252, 0.521294, 0.906217, 0.251381, 0.229003, 0.20546, 0.301624, 0.275196, 0.305505, 0.54126, 0.866078, 0.240628, 0.225057, 0.212253, 0.300682, 0.280603, 0.240689, 0.512987, 0.861326, 0.244514, 0.223708, 0.203806, 0.290425
0.278747, 0.315145, 0.514706, 0.86931, 0.249199, 0.223837, 0.205066, 0.301174, 0.275915, 0.299197, 0.514376, 0.866406, 0.240154, 0.227927, 0.213605, 0.301158, 0.274085, 0.238874, 0.515774, 0.892669, 0.24495, 0.224079, 0.204205, 0.252419
0.277997, 0.311224, 0.520858, 0.930434, 0.252154, 0.230594, 0.205366, 0.302836, 0.273398, 0.303305, 0.512576, 0.868568, 0.239226, 0.227001, 0.212598, 0.301051, 0.276146, 0.241802, 0.522659, 0.891357, 0.246358, 0.225063, 0.204533, 0.253182
0.279252, 0.309876, 0.526482, 0.862916, 0.249605, 0.228922, 0.204946, 0.30262, 0.276195, 0.303478, 0.518113, 0.861327, 0.239019, 0.22625, 0.212112, 0.302232, 0.275193, 0.24184, 0.548555, 0.900736, 0.244906, 0.223578, 0.205133, 0.250741
0.27828, 0.315113, 0.529984, 0.897868, 0.250601, 0.224499, 0.204937, 0.307159, 0.275903, 0.307268, 0.531042, 0.923085, 0.239388, 0.225653, 0.212695, 0.301531, 0.275844, 0.239275, 0.535313, 0.903057, 0.246978, 0.224703, 0.247781, 0.253023
0.275305, 0.316401, 0.51668, 0.915569, 0.249784, 0.227127, 0.204793, 0.303217, 0.276173, 0.303894, 0.516451, 0.870075, 0.239203, 0.223749, 0.212095, 0.300356, 0.272701, 0.239219, 0.535857, 0.863401, 0.247815, 0.223467, 0.204894, 0.25013
0.277511, 0.317112, 0.535296, 0.901784, 0.249999, 0.226298, 0.205863, 0.303733, 0.271456, 0.30317, 0.524111, 0.900376, 0.24009, 0.225963, 0.21374, 0.303682, 0.277085, 0.24158, 0.519445, 0.962469, 0.244703, 0.224525, 0.204455, 0.253117
0.280027, 0.312806, 0.538161, 0.892124, 0.25035, 0.224866, 0.204685, 0.302733, 0.276248, 0.316405, 0.542046, 0.90133, 0.242992, 0.230218, 0.213083, 0.301209, 0.276506, 0.239723, 0.515865, 0.912035, 0.245299, 0.222757, 0.205351, 0.253388
0.278062, 0.314542, 0.515852, 0.892795, 0.250082, 0.225887, 0.204801, 0.301911, 0.276525, 0.303253, 0.518173, 0.973564, 0.238941, 0.226025, 0.211748, 0.301163, 0.271417, 0.240494, 0.529266, 0.898751, 0.244979, 0.22384, 0.204307, 0.251172
0.279193, 0.314138, 0.514996, 0.89932, 0.250474, 0.224715, 0.204544, 0.302209, 0.274848, 0.303016, 0.51495, 0.901277, 0.2407, 0.225496, 0.213326, 0.301373, 0.273547, 0.241405, 0.52982, 0.944376, 0.247057, 0.224144, 0.204001, 0.250234
0.279016, 0.313796, 0.5495, 0.944345, 0.249322, 0.229768, 0.204965, 0.302986, 0.279043, 0.302958, 0.543698, 0.882804, 0.2391, 0.234243, 0.21254, 0.301635, 0.277405, 0.241844, 0.512579, 0.912322, 0.247525, 0.224781, 0.205489, 0.25319
0.278589, 0.314659, 0.52763, 0.898842, 0.250006, 0.230668, 0.205333, 0.302034, 0.278151, 0.304038, 0.520437, 0.902934, 0.240058, 0.228759, 0.213693, 0.301389, 0.275875, 0.242863, 0.516129, 0.869381, 0.246503, 0.224808, 0.204414, 0.251918
0.279147, 0.314771, 0.524325, 0.902574, 0.249913, 0.226145, 0.205459, 0.303896, 0.27726, 0.303498, 0.543643, 0.872383, 0.240057, 0.228986, 0.213102, 0.302209, 0.278352, 0.240056, 0.508909, 0.880189, 0.244947, 0.224567, 0.20519, 0.248564
0.277983, 0.315272, 0.51901, 0.901983, 0.248859, 0.227689, 0.205686, 0.305938, 0.27506, 0.306108, 0.517242, 0.989537, 0.239291, 0.231568, 0.21255, 0.300929, 0.278026, 0.241884, 0.511646, 0.903353, 0.245858, 0.223257, 0.20558, 0.250792
0.27815, 0.314725, 0.529096, 0.921204, 0.248951, 0.223225, 0.20479, 0.303026, 0.281553, 0.303213, 0.533209, 0.896074, 0.24049, 0.22969, 0.213261, 0.300731, 0.275263, 0.240827, 0.533656, 0.902788, 0.246354, 0.223309, 0.205498, 0.251719
0.278345, 0.310603, 0.519237, 0.952694, 0.249122, 0.224828, 0.205825, 0.302276, 0.27418, 0.305754, 0.546959, 0.91931, 0.240983, 0.231547, 0.212949, 0.30037, 0.275882, 0.241052, 0.512739, 0.909116, 0.245407, 0.226742, 0.204601, 0.256372
0.279868, 0.314849, 0.523695, 0.902496, 0.251741, 0.229187, 0.20448, 0.304027, 0.272824, 0.305575, 0.514226, 0.908087, 0.240039, 0.225066, 0.212532, 0.300767, 0.27264, 0.240634, 0.515468, 0.904106, 0.247154, 0.225035, 0.20514, 0.25349
0.277631, 0.314949, 0.517895, 0.918359, 0.250048, 0.226429, 0.20493, 0.302387, 0.275445, 0.298631, 0.536011, 0.903025, 0.240495, 0.228143, 0.212497, 0.301003, 0.271634, 0.240493, 0.526281, 0.915887, 0.244697, 0.224326, 0.206049, 0.255114
